关键词,编码,品目名称,保留
水泥混凝土砖,A07010314,水泥混凝土制砖、瓦及类似品,True
混凝土路缘石,A07010314,水泥混凝土制砖、瓦及类似品,True
水泥混凝土瓦,A07010314,水泥混凝土制砖、瓦及类似品,True
水泥混凝土装饰制品,A07010315,水泥混凝土装饰制品,True
水泥混凝土制人形塑像,A07010315,水泥混凝土装饰制品,True
水泥混凝土制动物塑像,A07010315,水泥混凝土装饰制品,True
水泥混凝土制花瓶,A07010315,水泥混凝土装饰制品,True
石棉水泥制品,A07010316,石棉水泥制品,True
石棉水泥板,A07010316,石棉水泥制品,True
石棉水泥瓦,A07010316,石棉水泥制品,True
石棉水泥管,A07010316,石棉水泥制品,True
纤维增强硅酸钙板,A07010317,纤维增强硅酸钙板,True
石棉硅酸钙板,A07010317,纤维增强硅酸钙板,True
无石棉硅酸钙板,A07010317,纤维增强硅酸钙板,True
无石棉纤维水泥制品,A07010318,无石棉纤维水泥制品,True
无石棉纤维水泥平板,A07010318,无石棉纤维水泥制品,True
无石棉纤维水泥波瓦,A07010318,无石棉纤维水泥制品,True
无石棉纤维水泥管,A07010318,无石棉纤维水泥制品,True
GRC水泥制品,A07010319,GRC水泥制品,True
GRC管,A07010319,GRC水泥制品,True
GRC瓦,A07010319,GRC水泥制品,True
GRC水泥板,A07010319,GRC水泥制品,True
石膏板,A07010320,石膏板,True
纸面石膏板,A07010320,石膏板,True
混合石膏板,A07010320,石膏板,True
石膏龙骨，相关石膏制品,A07010321,石膏龙骨，相关石膏制品,True
轻质隔墙条板,A07010322,轻质隔墙条板,True
蒸压加气混凝土板，钢丝网架水泥夹芯板，轻集料混凝土条,A07010322,轻质隔墙条板,True
轻骨料，相关轻质建筑材料,A07010323,轻骨料，相关轻质建筑材料,True
天然轻骨料,A07010323,轻骨料，相关轻质建筑材料,True
人工轻骨料,A07010323,轻骨料，相关轻质建筑材料,True
烤漆龙骨,A07010323,轻骨料，相关轻质建筑材料,True
蒸压砖,A07010324,砖,True
免烧砖,A07010324,砖,True
蒸养砖,A07010324,砖,True
烧结瓦,A07010325,瓦,True
蒸压瓦,A07010325,瓦,True
建筑砌块,A07010326,建筑砌块,True
石膏砌块,A07010326,建筑砌块,True
水工市政用混凝土砌块,A07010326,建筑砌块,True
建筑墙体用混凝土砌块,A07010326,建筑砌块,True
瓷质砖,A07010327,瓷质砖,True
无釉瓷质砖,A07010327,瓷质砖,True
有釉瓷质砖,A07010327,瓷质砖,True
炻瓷砖,A07010328,炻瓷砖,True
无釉炻瓷砖,A07010328,炻瓷砖,True
有釉炻瓷砖,A07010328,炻瓷砖,True
细炻砖,A07010329,细炻砖,True
无釉细炻砖,A07010329,细炻砖,True
有釉细炻砖,A07010329,细炻砖,True
炻质砖,A07010330,炻质砖,True
无釉炻质砖,A07010330,炻质砖,True
有釉炻质砖,A07010330,炻质砖,True
陶质砖,A07010331,陶质砖,True
无釉陶质砖,A07010331,陶质砖,True
有釉陶质砖,A07010331,陶质砖,True
陶瓷马赛克,A07010332,陶瓷马赛克,True
无釉陶瓷锦砖,A07010332,陶瓷马赛克,True
有釉陶瓷锦砖,A07010332,陶瓷马赛克,True
纳米抗菌陶瓷锦砖,A07010332,陶瓷马赛克,True
陶瓷耐酸砖,A07010333,陶瓷耐酸砖,True
高强致密耐酸砖,A07010333,陶瓷耐酸砖,True
耐温耐酸砖,A07010333,陶瓷耐酸砖,True
耐酸陶瓷砖板,A07010333,陶瓷耐酸砖,True
建筑陶瓷装饰物,A07010334,建筑陶瓷装饰物,True
建筑琉璃制品,A07010334,建筑陶瓷装饰物,True
非琉璃制建筑陶瓷装饰物,A07010334,建筑陶瓷装饰物,True
加工天然石材、石料,A07010335,加工天然石材、石料,True
天然石,A07010335,加工天然石材、石料,True
天然石料制铺路石,A07010335,加工天然石材、石料,True
路边石,A07010335,加工天然石材、石料,True
人造石材、石料,A07010336,人造石材、石料,True
人造石方料,A07010336,人造石材、石料,True
人造石板材,A07010336,人造石材、石料,True
专用或特殊用途天然石材制品,A07010337,专用或特殊用途天然石材制品,True
特殊用途大理石制成品,A07010337,专用或特殊用途天然石材制品,True
特殊用途花岗石制成品,A07010337,专用或特殊用途天然石材制品,True
特殊用途天然板岩制成品,A07010337,专用或特殊用途天然石材制品,True
专用人造石建筑用制品,A07010338,专用人造石建筑用制品,True
仿大理石制成品,A07010338,专用人造石建筑用制品,True
仿花岗岩制成品,A07010338,专用人造石建筑用制品,True
天然石碑石及其制品,A07010339,天然石碑石及其制品,True
天然大理石碑石,A07010339,天然石碑石及其制品,True
天然花岗岩碑石,A07010339,天然石碑石及其制品,True
人造石碑石及其制品,A07010340,人造石碑石及其制品,True
人造石制界石,A07010340,人造石碑石及其制品,True
人造石制墓碑,A07010340,人造石碑石及其制品,True
人造石制镶边石,A07010340,人造石碑石及其制品,True
蜡石制成品,A07010341,蜡石制成品,True
蜡石砖,A07010341,蜡石制成品,True
蜡石粉粒,A07010341,蜡石制成品,True
水磨石建筑制成品,A07010342,水磨石建筑制成品,True
水磨石地板砖,A07010342,水磨石建筑制成品,True
水磨石装饰板,A07010342,水磨石建筑制成品,True
水磨石柱面,A07010342,水磨石建筑制成品,True
PVC石英砂制成品,A07010343,PVC石英砂制成品,True
石材复合板,A07010344,石材复合板,True
常规石材复合板,A07010344,石材复合板,True
超薄石材复合板,A07010344,石材复合板,True
沥青和改性沥青防水卷材,A07010345,沥青和改性沥青防水卷材,True
石油沥青防水卷材,A07010345,沥青和改性沥青防水卷材,True
改性沥青防水卷材,A07010345,沥青和改性沥青防水卷材,True
金属胎油毡,A07010346,金属胎油毡,True
自粘防水卷材,A07010347,自粘防水卷材,True
自粘橡胶沥青防水卷材,A07010347,自粘防水卷材,True
自粘聚合物改性沥青聚酯胎防水卷材,A07010347,自粘防水卷材,True
玻纤胎沥青瓦,A07010348,玻纤胎沥青瓦,True
建筑用沥青制品,A07010349,建筑用沥青制品,True
建筑防水沥青嵌缝油膏,A07010349,建筑用沥青制品,True
高分子防水卷（片）材,A07010350,高分子防水卷（片）材,True
橡胶防水卷（片）材,A07010350,高分子防水卷（片）材,True
合成树脂类防水卷（片）材,A07010350,高分子防水卷（片）材,True
矿物绝热和吸声材料,A07010351,矿物绝热和吸声材料,True
矿物棉,A07010351,矿物绝热和吸声材料,True
膨胀矿物材料,A07010351,矿物绝热和吸声材料,True
矿物材料制品,A07010352,矿物材料制品,True
岩棉制品,A07010352,矿物材料制品,True
玻璃棉制品,A07010352,矿物材料制品,True
矿棉吸音板,A07010352,矿物材料制品,True
已加工石棉纤维,A07010353,已加工石棉纤维,True
加工石棉纤维,A07010353,已加工石棉纤维,True
泡沫石棉,A07010353,已加工石棉纤维,True
弹性泡沫石棉,A07010353,已加工石棉纤维,True
石棉制品,A07010354,石棉制品,True
石棉隔热保湿制品,A07010354,石棉制品,True
石棉密封垫板,A07010354,石棉制品,True
特种石棉制品,A07010354,石棉制品,True
已加工云母,A07010355,已加工云母,True
厚片云母,A07010355,已加工云母,True
薄片云母,A07010355,已加工云母,True
云母粉,A07010355,已加工云母,True
云母制品,A07010356,云母制品,True
云母板,A07010356,云母制品,True
云母片,A07010356,云母制品,True
云母箔,A07010356,云母制品,True
致密定形耐火制品,A07010357,致密定形耐火制品,True
粘土质砖,A07010357,致密定形耐火制品,True
镁质砖,A07010357,致密定形耐火制品,True
高铝质砖,A07010357,致密定形耐火制品,True
隔热耐火制品,A07010358,隔热耐火制品,True
黏土质隔热耐火砖,A07010358,隔热耐火制品,True
高铝质隔热耐火砖,A07010358,隔热耐火制品,True
耐火纤维制品,A07010358,隔热耐火制品,True
不定形耐火制品,A07010359,不定形耐火制品,True
浇注料,A07010359,不定形耐火制品,True
喷补料,A07010359,不定形耐火制品,True
可塑料,A07010359,不定形耐火制品,True
耐火陶瓷制品,A07010360,耐火陶瓷制品,True
耐火陶瓷管,A07010360,耐火陶瓷制品,True
耐火陶瓷坩埚,A07010360,耐火陶瓷制品,True
硅质耐火陶瓷制品,A07010360,耐火陶瓷制品,True
石墨制品,A07010361,石墨制品,True
石墨电极,A07010361,石墨制品,True
石墨阳极,A07010361,石墨制品,True
碳制品,A07010362,碳制品,True
炭电极,A07010362,碳制品,True
炭素新材料,A07010363,炭素新材料,True
特种石墨制品,A07010363,炭素新材料,True
热解石墨制品,A07010363,炭素新材料,True
碳素纤维类,A07010363,炭素新材料,True
固结磨具,A07010364,固结磨具,True
砂轮，磨头,A07010364,固结磨具,True
磨齿，手用磨石,A07010364,固结磨具,True
天然石制磨具,A07010365,天然石制磨具,True
天然石料制砂轮,A07010365,天然石制磨具,True
天然石磨,A07010365,天然石制磨具,True
涂附磨具,A07010366,涂附磨具,True
涂附磨具异型产品,A07010366,涂附磨具,True
超硬材料制品,A07010367,超硬材料制品,True
超硬材料磨具,A07010367,超硬材料制品,True
金刚石钻探工具,A07010367,超硬材料制品,True
天然研磨料,A07010368,天然研磨料,True
普通磨料,A07010369,普通磨料,True
人造刚玉,A07010369,普通磨料,True
碳化硅磨料,A07010369,普通磨料,True
碳化硼（废料）,A07010369,普通磨料,True
超硬材料,A07010370,超硬材料,True
人造金刚石,A07010370,超硬材料,True
立方氮化硼,A07010370,超硬材料,True
化学气相沉积（CVD）金刚石,A07010370,超硬材料,True
沥青混合物,A07010371,沥青混合物,True
普通沥青混合料,A07010371,沥青混合物,True
添加抗剥落剂沥青混合料,A07010371,沥青混合物,True
SBS聚合物改性沥青混合料,A07010371,沥青混合物,True
泥炭制品,A07010372,泥炭制品,True
泥炭制片,A07010372,泥炭制品,True
泥炭制气缸壳体,A07010372,泥炭制品,True
植物培植盆,A07010372,泥炭制品,True
其他非金属矿物材料,A07010399,其他非金属矿物材料,True
石墨热交换器,A07010399,其他非金属矿物材料,True
柔性石墨制品,A07010399,其他非金属矿物材料,True
电碳产品,A07010399,其他非金属矿物材料,True
大理石日用制品,A07010399,其他非金属矿物材料,True
花岗岩日用制品,A07010399,其他非金属矿物材料,True
石灰石日用制品,A07010399,其他非金属矿物材料,True
黑色金属冶炼及压延产品,A07010400,黑色金属冶炼及压延产品,True
炼钢生铁,A07010401,炼钢生铁,True
铸造生铁,A07010402,铸造生铁,True
含钒生铁,A07010403,含钒生铁,True
炼钢用直接还原铁,A07010404,炼钢用直接还原铁,True
炼钢用熔融还原铁,A07010405,炼钢用熔融还原铁,True
高炉生铁产球磨铸铁,A07010406,高炉生铁产球磨铸铁,True
铸铁管,A07010407,铸铁管,True
铸铁管附件,A07010408,铸铁管附件,True
非合金钢粗钢,A07010409,非合金钢粗钢,True
低合金钢粗钢,A07010410,低合金钢粗钢,True
合金钢粗钢,A07010411,合金钢粗钢,True
不锈钢粗钢,A07010412,不锈钢粗钢,True
非合金钢钢坯,A07010413,非合金钢钢坯,True
低合金钢钢坯,A07010414,低合金钢钢坯,True
合金钢钢坯,A07010415,合金钢钢坯,True
不锈钢钢坯,A07010416,不锈钢钢坯,True
铁道用钢材,A07010417,铁道用钢材,True
大型型钢,A07010418,大型型钢,True
中小型型钢,A07010419,中小型型钢,True
线材（盘条）,A07010422,线材（盘条）,True
特厚板,A07010423,特厚板,True
厚钢板,A07010424,厚钢板,True
热轧薄板,A07010426,热轧薄板,True
冷轧薄板,A07010427,冷轧薄板,True
中厚宽钢带,A07010428,中厚宽钢带,True
热轧薄宽钢带,A07010429,热轧薄宽钢带,True
冷轧薄宽钢带,A07010430,冷轧薄宽钢带,True
热轧窄钢带,A07010431,热轧窄钢带,True
冷轧窄钢带,A07010432,冷轧窄钢带,True
镀层板带,A07010433,镀层板带,True
涂层板带,A07010434,涂层板带,True
电工钢板带,A07010435,电工钢板带,True
无缝钢管,A07010436,无缝钢管,True
焊接钢管,A07010437,焊接钢管,True
普通铁合金,A07010438,普通铁合金,True
特种铁合金,A07010439,特种铁合金,True
其他黑色金属冶炼及压延产品,A07010499,其他黑色金属冶炼及压延产品,True
有色金属冶炼及压延产品,A07010500,有色金属冶炼及压延产品,True
汞及汞化合物,A07010510,汞及汞化合物,True
镉、铋及常见有色金属,A07010511,镉、铋及常见有色金属,True
贵金属,A07010512,贵金属,True
稀有稀土金属,A07010513,稀有稀土金属,True
碱金属及碱土金属,A07010514,碱金属及碱土金属,True
常用有色金属合金,A07010515,常用有色金属合金,True
硬质合金,A07010516,硬质合金,True
稀有稀土金属合金,A07010517,稀有稀土金属合金,True
贵金属合金,A07010518,贵金属合金,True
铜盘条,A07010520,铜盘条,True
铜粉及片状粉末,A07010521,铜粉及片状粉末,True
铝盘条,A07010523,铝盘条,True
铝粉及片状粉末,A07010524,铝粉及片状粉末,True
锌末、锌粉及片状粉末,A07010526,锌末、锌粉及片状粉末,True
镍粉及片状粉末,A07010528,镍粉及片状粉末,True
锡粉及片状粉末,A07010530,锡粉及片状粉末,True
金加工材,A07010535,金加工材,True
铂加工材,A07010537,铂加工材,True
铑加工材,A07010539,铑加工材,True
铱加工材,A07010540,铱加工材,True
锇加工材,A07010541,锇加工材,True
钌加工材,A07010542,钌加工材,True
包金金属材料,A07010543,包金金属材料,True
包银金属材料,A07010544,包银金属材料,True
包铂金属材料,A07010545,包铂金属材料,True
